Position	iESk_ind1	iESk_ind2	iESk_ind3	iESk_ind4	iESk_ind5	
13233.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
13621.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
18007.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
18008.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
18026.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
18370.000000	2649.600000	1038.900000	1038.900000	3051.800000	2599.500000	
18485.000000	4416.000000	0.000000	0.000000	5086.333333	4332.500000	
26202.000000	2649.600000	13091.500000	909.100000	3285.500000	2599.500000	
26204.000000	2649.600000	13091.500000	909.100000	3285.500000	2599.500000	
26213.000000	2649.600000	13091.500000	909.100000	3285.500000	2599.500000	
26248.000000	3312.000000	16364.375000	1136.375000	4106.875000	0.000000	
26714.000000	0.000000	16364.375000	1136.375000	4106.875000	15143.250000	
26730.000000	68.600000	13091.500000	909.100000	3285.500000	12114.600000	
26753.000000	68.600000	13091.500000	909.100000	3285.500000	12114.600000	
27025.000000	85.750000	16364.375000	0.000000	4106.875000	15143.250000	
27105.000000	0.000000	21819.166667	0.000000	5475.833333	20191.000000	
28389.000000	638.200000	13091.500000	145.200000	3285.500000	12114.600000	
28423.000000	638.200000	13091.500000	145.200000	3285.500000	12114.600000	
28449.000000	638.200000	13091.500000	145.200000	3285.500000	12114.600000	
28467.000000	638.200000	13091.500000	145.200000	3285.500000	12114.600000	
28479.000000	797.750000	16364.375000	0.000000	4106.875000	15143.250000	
28492.000000	638.200000	13091.500000	235.000000	3285.500000	12114.600000	
30829.000000	1063.666667	20533.000000	0.000000	0.000000	20191.000000	
31047.000000	0.000000	15399.750000	159.750000	9051.875000	15143.250000	
31060.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31100.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31516.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31566.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31567.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31569.000000	104.700000	12319.800000	127.800000	7241.500000	12114.600000	
31585.000000	0.000000	20533.000000	0.000000	12069.166667	20191.000000	
35348.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
35349.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
37087.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
37092.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
37096.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
37137.000000	2015.200000	12319.800000	737.100000	7241.500000	12114.600000	
37167.000000	2519.000000	15399.750000	0.000000	9051.875000	15143.250000	
49918.000000	0.000000	15399.750000	1614.125000	9051.875000	15143.250000	
49921.000000	921.900000	12319.800000	1291.300000	7241.500000	12114.600000	
50077.000000	1152.375000	15399.750000	0.000000	9051.875000	15143.250000	
50089.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
51708.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
51765.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
51769.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
51773.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
51776.000000	921.900000	12319.800000	562.700000	7241.500000	12114.600000	
54017.000000	1152.375000	15399.750000	0.000000	9051.875000	15143.250000	
54341.000000	921.900000	12319.800000	36.300000	7241.500000	12114.600000	
54380.000000	1152.375000	15399.750000	0.000000	9051.875000	15143.250000	
54487.000000	921.900000	12319.800000	598.800000	7241.500000	12114.600000	
54571.000000	0.000000	15399.750000	748.500000	9051.875000	15143.250000	
54937.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
54952.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
55097.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
55128.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
56327.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
57019.000000	6296.700000	12319.800000	598.800000	7241.500000	12114.600000	
57836.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
57847.000000	6296.700000	12319.800000	76.500000	7241.500000	12114.600000	
58601.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
58650.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
58703.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
58704.000000	6296.700000	12319.800000	2.400000	7241.500000	12114.600000	
58713.000000	6296.700000	12319.800000	2.400000	7241.500000	12114.600000	
58718.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
59102.000000	6296.700000	12319.800000	38.700000	7241.500000	12114.600000	
59105.000000	7870.875000	15399.750000	0.000000	9051.875000	15143.250000	
59324.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
59350.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
66868.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
66892.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
66930.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
66938.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
67135.000000	6296.700000	12319.800000	5404.600000	7241.500000	12114.600000	
67156.000000	7870.875000	15399.750000	6755.750000	0.000000	15143.250000	
67167.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
70077.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
70093.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
70219.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
70257.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
71324.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
71345.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
71431.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
73636.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
75311.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
75324.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
76450.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
76471.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
76474.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
85623.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
86000.000000	6296.700000	12319.800000	5404.600000	4127.900000	12114.600000	
86475.000000	0.000000	20533.000000	0.000000	6879.833333	20191.000000	
86483.000000	0.000000	20533.000000	0.000000	6879.833333	20191.000000	
86489.000000	0.000000	20533.000000	0.000000	6879.833333	20191.000000	
86688.000000	0.000000	20533.000000	0.000000	6879.833333	20191.000000	
86779.000000	213.500000	12319.800000	213.500000	4127.900000	12114.600000	
87329.000000	266.875000	15399.750000	266.875000	5159.875000	0.000000	
87756.000000	213.500000	12319.800000	213.500000	4127.900000	51.700000	
87801.000000	213.500000	12319.800000	213.500000	4127.900000	51.700000	
